gene_id	E04C01	E04C02	E04C03	E04C04	E04C05	E04C06	E04C07	E04C08	E04C09	E04C10	E04C11	E04C12
LOC105373250	8	2	0	3	1	3	2	0	0	1	0	8
HDAC8	329	345	313	324	334	218	344	315	286	257	280	330
PHKA1	224	253	243	205	218	119	314	213	168	240	223	332
PHKA1-AS1	0	0	0	0	0	0	0	0	0	0	0	5
LOC124905290	0	0	0	0	0	0	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0	1	0	0	0	0	0
FAM226B	0	0	0	0	1	0	0	0	0	0	0	0
FAM236B	0	0	0	2	0	0	0	0	0	0	0	0
FAM236D	0	0	0	0	0	0	0	0	0	0	0	0
DMRTC1	0	0	0	0	0	0	0	0	0	0	0	0
FAM236C	0	0	0	0	0	0	0	0	0	0	0	0
FAM236A	0	0	0	0	0	0	0	0	0	0	0	0
FAM226A	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1L2B-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1L2B	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1L2A	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928380	0	0	0	0	0	0	0	0	0	0	0	0
NAP1L6P	0	0	0	0	0	0	0	0	0	0	0	0
NAP1L2	8	13	14	6	19	6	19	8	10	10	9	11
CDX4	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K4P1	0	0	0	5	0	1	0	0	0	0	0	0
CHIC1	356	369	423	386	359	234	490	361	244	340	361	323
TSIX	0	0	0	0	0	1	0	0	3	0	0	0
XIST	0	2	4	0	0	0	0	0	0	0	0	7
JPX	235	225	227	210	229	130	296	295	193	217	205	211
FTX	36	50	53	38	50	42	45	36	47	58	36	46
MIR421	0	1	1	0	2	0	2	7	0	0	1	0
MIR374B	0	0	0	0	0	0	0	0	0	0	0	0
MIR374C	0	0	0	0	0	0	0	0	0	0	0	0
MIR545	0	0	0	0	0	0	0	0	0	0	0	0
MIR374A	0	0	0	0	0	0	0	0	0	0	2	0
LOC124905199	2	1	1	1	12	1	5	4	5	4	11	5
ZCCHC13	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373252	2	5	5	0	1	3	4	7	8	1	2	0
SLC16A2	8	32	20	19	28	17	45	18	18	5	23	32
RLIM	1748	1687	1768	1674	1696	1071	2061	1679	1150	1623	1481	1521
NEXMIF	1	0	1	0	0	4	0	0	0	0	0	0
ABCB7	1182	1241	1315	1092	1148	838	1650	1225	1098	1163	1016	1144
UPRT	335	353	366	272	304	194	377	324	239	283	262	343
LOC124905200	2	5	2	0	2	2	0	0	1	0	2	2
ZDHHC15	3	0	1	0	0	0	0	0	0	0	0	0
LOC107985664	0	0	0	0	0	0	0	0	0	0	0	0
TTC3P1	30	41	37	24	15	14	34	28	14	29	15	21
MAGEE2	0	0	0	0	0	0	0	0	0	0	0	0
PBDC1	1466	1506	1363	1259	1533	941	1828	1497	1536	1327	1291	1513
MAGEE1	40	26	21	26	41	25	21	28	14	5	10	11
MIR325HG	1	0	2	0	0	1	3	0	0	0	0	0
MIR384	0	0	0	0	0	0	0	0	0	0	0	0
MIR325	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373254	0	0	0	0	0	0	0	0	0	0	0	0
FGF16	0	0	0	0	0	0	0	0	0	0	0	0
ATRX	2004	2038	1955	1660	1852	1159	2202	1748	808	1741	1527	1920
MAGT1	5234	5414	5088	4831	5364	3433	6350	5239	3948	4817	4783	5207
COX7B	3496	3347	3335	2866	3181	1893	4165	3121	4268	2983	2700	3142
ATP7A	347	350	424	310	367	249	474	387	232	383	369	346
PGAM4	1	4	1	0	7	1	2	2	2	4	0	3
LOC124905201	0	2	1	0	0	0	0	0	0	0	2	3
PGK1	22058	21624	20429	19555	21566	13338	27072	22503	20512	20583	21148	22217
TAF9B	880	811	797	759	831	529	976	898	818	685	599	865
LOC107985669	0	0	0	0	0	0	0	0	0	0	0	0
CYSLTR1	0	0	3	0	0	0	0	0	0	0	0	0
LOC107985670	0	0	0	0	0	0	0	0	0	0	0	0
RTL3	0	0	0	0	0	0	0	0	0	0	0	0
LPAR4	0	0	0	0	0	0	0	0	0	0	0	0
MIR4328	0	0	0	0	0	0	0	0	0	0	0	0
P2RY10	0	0	1	0	0	0	0	0	0	0	0	0
GPR174	0	0	0	0	0	0	0	0	0	0	0	0
ITM2A	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373282	0	0	0	0	0	0	0	0	0	0	0	0
TBX22	0	0	0	0	0	0	0	0	0	0	0	0
CHMP1B2P	0	0	0	0	0	0	1	0	0	0	0	0
TENT5D	0	0	0	0	0	0	0	0	0	0	0	0
BRWD3	1933	2025	1998	1725	1826	1240	2269	1885	971	1797	1718	2037
LOC124905202	18	22	19	17	17	16	18	20	19	10	7	14
LOC124900504	0	0	0	0	0	0	0	0	0	0	0	0
HMGN5	108	54	69	65	46	53	94	70	60	48	55	87
SH3BGRL	862	757	774	737	802	530	994	785	724	644	657	748
LOC124905203	3	0	0	2	1	0	0	4	1	0	2	0
LOC105373284	2	5	0	0	0	0	0	0	0	3	0	0
LOC105373285	2	1	0	0	0	0	0	0	0	0	0	0
LOC105373286	0	0	0	0	0	0	0	0	0	0	0	0
EIF3JP1	0	0	0	1	0	0	0	0	0	0	0	0
LOC124900496	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373287	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373288	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985635	0	0	0	0	0	0	0	0	0	0	0	0
POU3F4	0	0	0	0	0	0	0	0	0	0	0	0
CYLC1	0	0	0	0	0	0	0	0	0	0	1	0
RPS6KA6	444	411	437	390	447	332	586	418	279	384	371	378
MIR548I4	0	0	0	0	0	0	0	0	0	0	0	0
HDX	13	5	2	11	18	9	9	13	8	8	1	23
UBE2DNL	0	0	0	0	0	0	0	0	0	0	0	0
APOOL	1371	1305	1348	1225	1365	962	1686	1356	918	1194	1218	1300
SATL1	7	5	8	7	4	4	3	2	7	0	2	3
LOC101928128	0	0	2	1	3	0	2	0	2	1	0	0
ZNF711	995	1061	1034	850	977	609	1245	1060	788	1062	853	1098
POF1B	2689	2664	2752	2440	2755	1917	3320	2994	1720	2438	2326	2563
MIR1321	0	0	0	0	0	0	0	0	0	0	0	0
CHM	939	905	927	774	872	603	954	799	436	834	764	860
MIR361	0	0	0	0	0	0	0	0	0	0	0	0
DACH2	0	1	0	0	0	0	0	0	5	2	0	0
KLHL4	0	0	0	0	3	0	0	0	0	0	0	0
LOC124905233	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900505	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985713	5	2	9	2	9	10	12	8	14	7	13	12
CPXCR1	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985653	0	0	0	0	0	0	0	0	0	0	0	5
LOC102724150	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373292	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985700	0	0	0	0	0	0	0	0	0	0	0	0
PABPC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PABPC5	1	0	0	0	0	0	0	0	0	0	0	0
LOC105373293	0	0	0	0	0	0	0	0	0	0	0	0
PCDH11X	0	0	0	0	0	0	3	0	0	0	0	0
NAP1L3	0	0	0	0	0	0	0	0	0	0	0	0
FAM133A	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900491	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985704	0	0	0	0	0	1	1	0	0	0	0	0
LOC107985647	5	7	9	2	0	1	2	3	6	3	0	0
LOC107985710	1	0	2	0	0	0	0	0	6	0	0	0
MIR548M	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905234	0	0	0	0	0	0	0	0	0	0	0	0
BRDTP1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373294	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985714	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373296	0	0	0	0	1	0	0	0	0	0	4	0
DIAPH2	1035	1055	1109	838	1043	679	1271	1093	773	1055	958	1092
RPA4	2	10	1	0	0	0	1	3	0	10	5	5
DIAPH2-AS1	1	1	1	3	0	1	0	0	0	1	3	0
ERVFC1	0	2	0	0	0	0	0	0	0	0	0	0
LINC03077	0	0	1	0	0	1	0	0	0	0	0	0
PCDH19	23	21	22	16	24	15	16	23	7	15	12	7
TNMD	6	8	10	13	4	7	8	1	9	0	12	10
LOC105373298	2	0	1	0	4	0	1	2	2	0	1	5
TSPAN6	5251	5167	5281	4790	5295	3419	6466	5494	4881	4781	4654	5247
SRPX2	559	608	612	550	597	362	648	580	500	561	588	592
SYTL4	37	56	32	33	47	24	27	36	39	34	38	35
CSTF2	563	602	570	433	528	340	668	568	548	554	464	576
LOC124900498	0	0	0	0	0	0	0	0	0	0	0	0
NOX1	167	227	178	150	186	97	232	176	161	152	119	165
XKRX	139	119	184	120	154	121	196	173	149	164	142	168
ARL13A	5	22	17	11	23	5	18	10	10	28	13	14
TRMT2B	841	820	904	817	779	567	1054	805	908	919	793	845
TMEM35A	0	4	4	0	5	1	7	0	0	0	0	0
CENPI	353	423	392	327	394	273	587	412	400	353	330	366
DRP2	3	12	4	9	7	4	6	11	6	2	2	12
TAF7L	3	0	0	0	4	0	0	1	4	0	0	0
TIMM8A	488	501	515	472	508	312	516	400	428	453	329	388
BTK	5	6	12	13	4	6	15	24	3	8	8	20
RPL36A-HNRNPH2	0	0	0	0	0	0	0	0	0	0	0	0
RPL36A	8	30	9	12	8	4	20	12	13	12	11	0
GLA	1515	1472	1473	1157	1434	944	1625	1475	1457	1420	1344	1282
HNRNPH2	1	0	1	0	4	0	1	1	1	0	0	0
ARMCX4	113	163	134	102	117	86	192	126	159	127	87	149
ARMCX1	2	3	0	0	0	0	1	0	0	4	2	0
ARMCX6	386	371	385	283	380	233	442	341	409	340	386	409
ARMCX3	3152	3193	3274	2781	3365	2113	3659	3224	2291	2960	2792	3016
ARMCX2	0	6	0	2	1	2	9	2	4	3	1	0
NXF5	0	0	0	0	0	0	2	0	0	0	0	0
ZMAT1	8	6	4	13	4	0	8	4	7	6	6	2
TCEAL2	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL6	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373299	0	0	0	0	0	0	0	0	0	0	0	0
BEX5	0	0	0	0	0	0	0	0	0	0	0	0
TCP11X1	0	0	0	0	0	0	0	0	0	0	0	0
NXF2	0	0	0	0	0	0	0	0	0	0	0	0
NXF2B	0	0	0	0	0	0	0	0	0	0	0	0
TCP11X2	1	0	0	0	0	0	0	0	0	0	0	0
TMSB15A	0	0	0	0	0	0	0	0	0	0	0	0
NXF4	0	1	1	0	3	0	0	0	0	0	0	9
ARMCX5	417	474	521	447	446	341	488	505	333	356	352	488
ARMCX5-GPRASP2	9	25	9	10	18	14	21	15	13	16	6	17
GPRASP1	66	74	91	56	47	60	67	70	95	43	53	40
GPRASP2	0	0	0	0	0	0	0	0	0	0	0	0
GPRASP3	0	0	0	0	0	0	0	0	0	0	0	0
LINC00630	32	36	33	46	36	26	52	55	68	31	44	59
RAB40AL	0	3	5	0	0	1	8	0	4	0	0	2
BEX1	0	0	0	0	0	0	0	0	0	0	0	0
NXF3	8	2	3	0	2	2	0	0	0	0	0	5
BEX4	4	11	8	7	2	3	7	5	10	15	9	6
TCEAL8	1139	1261	1158	1041	1222	762	1359	1194	1245	1062	916	1105
TCEAL5	2	2	0	0	0	0	3	0	0	3	0	3
BEX2	134	187	170	103	185	77	211	156	207	115	151	152
TCEAL7	1	1	0	0	2	0	0	0	0	0	3	0
LOC124905204	1	0	0	0	0	1	3	4	2	3	1	4
TCEAL9	407	512	481	357	481	366	585	474	580	388	456	549
BEX3	2089	1902	2042	1664	1887	1152	2320	1969	2518	2001	1767	2347
LL0XNC01-250H12.3	16	23	10	17	5	8	12	10	7	11	18	21
RAB40A	10	14	7	4	4	0	5	6	12	13	2	9
LINC02589	0	2	0	0	0	0	0	4	0	0	2	0
TCEAL4	1327	1219	1310	1079	1209	801	1462	1246	1409	1172	1154	1196
TCEAL3	48	45	34	21	28	23	30	34	27	41	43	41
TCEAL1	293	294	314	287	379	226	416	264	333	294	286	332
MORF4L2	5605	5635	5438	4935	5655	3448	6732	5716	5576	5008	4976	5801
MORF4L2-AS1	28	46	42	35	20	19	39	26	54	14	19	29
GLRA4	6	5	8	0	3	9	7	22	0	9	0	4
TMEM31	0	0	0	0	2	2	2	0	0	0	0	0
RAB9B	49	37	37	38	52	26	46	44	49	36	39	54
PLP1	24	27	36	39	13	8	33	27	47	28	25	44
TMSB15B-AS1	6	5	6	2	2	0	0	0	1	0	1	0
TMSB15B	9	4	1	5	2	3	6	10	7	2	4	3
H2BW4P	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987334	0	0	0	0	0	0	0	0	0	0	0	0
H2BW1	0	0	0	0	0	1	0	0	0	0	0	0
H2BW2	0	0	0	0	0	0	0	0	0	0	0	7
LOC107985662	0	0	0	0	0	0	0	0	0	0	0	0
H2BW3P	8	3	2	2	0	1	0	3	0	0	0	0
TMSB15C	1	0	0	0	0	0	0	0	0	1	0	0
SLC25A53	16	41	28	15	39	21	33	29	30	30	23	39
ZCCHC18	11	8	6	1	5	2	10	6	2	3	1	18
LOC286437	85	112	108	59	122	67	164	124	78	122	94	104
FAM199X	1393	1522	1402	1213	1440	878	1753	1461	787	1311	1252	1528
ESX1	0	0	0	0	0	0	0	0	0	0	0	0
IL1RAPL2	0	0	0	0	0	0	4	0	0	0	0	0
TEX13A	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985680	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373303	0	0	0	0	0	0	0	0	0	0	0	0
NRK	0	0	1	0	0	1	0	0	0	0	0	0
LOC105373304	0	0	0	0	0	0	0	0	0	0	0	2
LOC105373305	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA7	1	3	3	0	1	3	3	0	2	4	1	3
PWWP3B	12	8	6	8	4	5	6	7	0	18	9	7
RADX	52	77	72	48	59	44	86	61	41	23	50	55
MIR548AN	0	0	0	3	0	2	0	0	0	0	0	0
LOC124905235	0	0	0	0	0	0	0	0	1	0	0	1
RNF128	3856	4001	4091	3510	4276	2843	4856	3943	2881	3856	3773	4113
TBC1D8B	554	651	591	579	653	441	724	666	437	621	520	618
RIPPLY1	1	1	2	0	4	0	2	10	3	0	2	0
CLDN2	461	563	429	419	429	299	587	505	407	406	346	499
MORC4	1122	1055	1060	916	1047	681	1418	1052	780	1085	1028	1018
RBM41	672	650	643	547	664	427	826	593	464	567	518	458
NUP62CL	18	29	23	20	17	22	25	21	16	25	17	24
DNAAF6	0	0	0	0	0	0	0	0	0	0	0	0
FRMPD3	4	6	3	1	0	1	2	4	4	2	1	0
FRMPD3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PRPS1	568	493	501	443	497	305	644	432	558	421	396	474
TSC22D3	46	30	28	49	43	29	25	36	19	30	37	35
NCBP2L	0	0	0	0	0	0	0	1	0	2	0	0
MID2	73	59	77	77	68	63	87	80	51	87	78	51
LOC101928335	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267910	0	2	0	0	0	0	0	0	0	0	3	0
TEX13B	0	3	0	0	0	1	0	0	0	0	0	0
VSIG1	9	15	14	17	6	6	15	15	12	2	9	4
PSMD10	817	785	851	589	935	489	1020	750	791	769	740	909
ATG4A	267	286	271	177	269	161	307	240	193	214	234	211
COL4A6	101	79	112	76	127	57	110	86	56	134	90	150
LOC124905205	0	0	0	0	0	0	0	0	0	0	0	0
COL4A5	1224	1381	1484	1150	1166	828	1454	1266	887	1347	1145	1575
IRS4	2	0	0	0	0	0	0	0	0	0	0	0
IRS4-AS1	0	0	0	0	0	0	0	0	0	0	0	0
GUCY2F	0	0	0	0	0	0	0	0	0	0	0	0
NXT2	323	355	306	277	363	241	431	295	293	313	273	319
KCNE5	4	2	1	2	1	6	0	3	1	3	1	13
ACSL4	3043	2803	2831	2537	2932	1827	3685	3159	1639	2323	2198	2650
LOC105373311	4	13	2	8	8	7	9	11	2	4	1	3
TMEM164	1542	1680	1760	1436	1786	1038	1734	1648	757	1625	1510	1701
MIR652	0	0	0	0	0	0	0	0	0	0	0	0
MIR3978	2	0	0	0	0	0	0	0	0	0	0	0
LOC124905230	0	0	0	0	0	0	0	0	0	0	0	0
AMMECR1	519	484	519	441	560	294	682	508	336	409	436	543
SNORD96B	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373312	3	1	1	2	3	3	2	7	3	4	4	0
GNG5B	0	0	3	0	0	0	3	0	0	0	0	0
RTL9	13	4	11	9	11	7	9	14	0	12	6	26
CRIPTO3	0	0	0	0	0	0	0	0	0	0	0	0
CHRDL1	0	0	0	0	0	0	0	0	0	0	0	0
PAK3	0	2	0	0	0	0	1	0	0	0	1	0
CAPN6	3	0	9	6	4	1	14	16	0	4	1	9
DCX	0	0	0	2	1	0	1	0	0	0	3	0
SERTM2	0	1	0	0	0	0	1	0	4	6	0	0
ALG13	630	732	760	538	613	409	777	700	827	526	587	629
TRPC5	0	0	2	1	2	0	0	0	0	0	0	0
TRPC5OS	0	1	0	0	0	0	0	3	0	0	0	0
RTL4	0	0	0	0	0	0	0	0	0	0	0	0
LHFPL1	0	0	0	0	0	0	0	0	0	0	3	0
AMOT	1222	1252	1431	1162	1197	821	1456	1185	740	1464	1179	1498
MIR4329	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985651	1	0	0	3	6	0	1	0	0	0	0	0
LOC101928437	0	0	0	0	0	0	0	0	0	0	0	0
XACT	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905236	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905291	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724491	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900490	0	0	0	0	0	0	0	0	0	0	0	0
HTR2C	8	7	15	6	3	5	8	7	12	9	4	6
SNORA35	0	0	0	0	0	0	0	0	0	0	0	0
MIR764	0	0	0	0	0	0	0	0	0	0	0	0
MIR1912	0	0	0	0	0	0	0	0	0	0	0	0
MIR1264	0	0	0	0	0	0	0	0	0	0	0	0
MIR1298	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373313	0	0	0	1	0	0	0	0	0	0	0	0
MIR1911	0	0	0	0	0	0	0	0	0	0	0	0
MIR448	0	0	0	0	0	0	0	0	0	0	0	0
IL13RA2	0	0	0	0	0	2	0	0	0	0	0	0
LRCH2	6	5	0	0	8	0	8	3	0	3	0	0
SNORA35B	0	0	0	0	0	0	0	0	0	0	0	0
RBMXL3	0	0	0	0	0	0	0	0	0	0	0	0
LUZP4	0	0	0	0	6	0	0	0	0	0	0	0
LOC107985681	0	1	4	0	8	1	0	0	0	2	1	5
LOC124905206	8	9	10	10	0	4	7	4	2	8	11	4
PLS3-AS1	20	20	33	21	19	18	19	15	17	9	23	30
PLS3	5433	5303	5643	4718	5706	3762	6584	5544	4052	5034	4737	5076
DANT2	0	0	0	0	0	0	0	0	0	0	0	0
DANT1	0	0	0	0	0	0	0	0	0	0	0	0
AGTR2	1	0	1	2	0	1	4	0	0	1	0	0
SLC6A14	51	21	13	10	14	9	13	22	8	4	6	23
CT83	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373320	0	0	0	0	0	0	0	0	0	0	0	0
LOC100126447	0	0	0	0	0	0	0	0	0	0	0	0
KLHL13	1023	1179	1219	1032	1249	857	1518	1196	1097	1210	1154	1095
WDR44	375	472	457	413	415	285	550	484	402	396	374	451
MIR1277	0	0	0	0	0	0	0	0	0	0	0	0
DOCK11	34	38	29	25	33	16	40	41	16	42	35	44
LOC124905207	0	0	0	0	0	0	0	0	0	0	0	0
IL13RA1	2386	2538	2286	1942	2447	1608	2991	2399	1860	2294	2215	2538
LOC124900501	0	0	0	1	0	0	0	0	0	0	0	0
ZCCHC12	9	7	14	0	11	8	3	14	5	1	8	7
LINC01285	4	4	6	3	9	5	4	4	3	1	3	8
LONRF3	91	112	114	77	87	68	127	83	64	134	95	83
CT47C1	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1210	0	0	0	0	0	0	0	0	0	0	0	0
PGRMC1	5940	5830	5882	5325	6094	3881	7372	6129	5559	5414	5489	6047
AKAP17BP	0	0	1	5	2	2	8	10	5	9	5	11
LINC03098	0	0	0	0	0	0	0	0	0	0	0	3
SLC25A43	731	744	763	636	740	494	982	734	744	626	670	534
SLC25A5-AS1	30	45	49	31	42	29	81	86	64	64	59	55
SLC25A5	10883	11398	11046	9704	10775	6703	13747	11153	12367	10039	10085	10916
STEEP1	600	538	551	528	574	342	672	625	665	518	504	524
LOC124905208	0	0	1	0	0	0	0	0	0	0	2	0
UBE2A	0	0	0	0	0	0	0	0	0	0	0	0
NKRF	1	0	1	2	2	0	0	0	3	2	0	0
SEPTIN6	19	24	14	20	12	5	23	18	7	18	14	7
MIR766	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHD	143	164	137	164	188	82	201	196	150	155	178	251
RPL39	13139	11871	12061	10505	12242	7637	14667	11335	15153	10755	10376	11759
SNORA69	2	8	6	0	8	3	5	4	8	4	8	0
LOC107985694	15	6	16	19	22	4	18	19	8	7	11	10
UPF3B	702	683	770	572	592	359	819	619	594	584	516	670
RNF113A	577	732	595	601	675	402	832	679	815	603	610	826
NDUFA1	2082	1859	1866	1734	1933	1084	2245	1832	2599	1658	1640	1788
AKAP14	0	0	0	0	3	0	0	0	2	2	0	0
NKAP	982	930	962	742	864	536	1173	1003	962	803	826	916
LOC124905209	0	2	0	3	0	2	1	0	0	0	0	0
RHOXF1P1	1	6	5	0	3	1	6	8	4	0	5	3
RHOXF1-AS1	0	1	2	0	5	1	1	8	1	8	1	0
RHOXF2B	0	0	0	0	0	0	0	0	0	0	0	0
RHOXF1	0	12	2	0	1	2	3	3	4	0	1	3
LINC01402	0	0	0	0	0	0	0	0	0	0	0	0
RHOXF2	0	0	0	0	0	0	0	0	0	0	0	0
NKAPP1	35	35	37	46	45	13	37	42	17	41	32	34
ZBTB33	964	957	916	873	916	591	1083	792	496	682	692	791
TMEM255A	2	12	10	2	3	3	6	12	5	9	10	5
ATP1B4	0	0	0	0	0	0	0	0	0	0	0	0
LAMP2	6160	6554	6469	5697	6778	4501	7886	6397	4911	5728	5895	6126
CUL4B	2813	2822	2770	2482	2938	1736	3501	2863	1935	2566	2398	2622
LOC124905273	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905210	4	3	5	1	0	1	3	0	0	5	4	6
MCTS1	4	0	1	0	0	2	1	2	1	3	1	2
C1GALT1C1	0	0	0	0	0	0	0	0	0	0	0	0
CT47B1	0	0	0	0	0	0	0	0	0	0	0	0
CT47A12	0	0	0	0	0	0	0	0	0	0	0	0
CT47A11	0	0	0	0	0	0	0	0	0	0	0	0
CT47A10	0	0	0	0	0	0	0	0	0	0	0	0
CT47A9	0	0	0	0	0	0	0	0	0	0	0	0
CT47A8	0	0	0	0	0	0	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0	0	0	0	0	0	0
CT47A5	0	0	0	0	0	0	0	0	0	0	0	0
CT47A4	0	0	0	0	0	0	0	0	0	0	0	0
CT47A3	0	0	0	0	0	0	0	0	0	0	0	0
CT47A2	0	0	0	0	0	0	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373328	0	0	0	0	0	0	0	0	0	0	0	0
GLUD2	0	0	0	0	0	0	0	0	0	0	0	0
MIR3672	0	0	0	0	0	0	0	0	0	0	0	0
UBE2V1P16	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928359	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905292	0	0	0	0	0	0	0	0	0	0	0	0
GRIA3	0	0	0	0	0	0	0	0	0	0	0	0
THOC2	2855	3066	2841	2376	2987	1879	3562	2760	1833	2558	2349	2856
XIAP	2501	2487	2368	2208	2272	1533	2991	2382	1978	2245	2219	2323
STAG2-AS1	2	0	7	2	0	2	5	5	0	13	1	3
STAG2	4233	4289	4165	3399	4193	2634	5125	3892	2120	3948	3235	4050
LOC124905280	0	0	0	0	0	0	0	0	0	0	0	0
TEX13D	0	0	0	0	0	0	0	0	0	0	1	0
SH2D1A	0	0	0	0	0	0	0	0	0	0	0	0
TENM1	1	2	0	0	4	0	7	8	0	2	0	6
LOC105373331	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905282	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905211	0	0	0	0	0	0	0	0	0	0	1	0
TEX13C	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905212	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928495	9	9	10	5	1	2	11	3	6	7	8	7
DCAF12L2	0	2	0	0	5	0	1	0	0	0	1	0
LOC107985648	3	0	0	1	0	1	2	0	0	0	2	0
DCAF12L1	0	0	0	0	0	0	0	0	0	0	0	0
PRR32	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985666	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985650	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985709	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373332	0	0	0	0	0	0	0	0	0	0	0	0
LOC105373333	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0
LOC107985698	0	0	0	0	0	0	0	2	0	0	0	0
LOC107985699	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905213	3	3	4	0	2	1	7	0	8	0	3	0
LOC107985684	5	1	4	8	9	2	2	18	1	4	1	4
SMARCA1	5363	5300	5388	4513	5644	3419	6342	5107	3569	4522	4279	4985
LOC124900503	0	0	0	0	0	0	0	0	0	8	0	0
OCRL	2177	2379	2371	1912	2228	1399	2714	2265	1711	2082	2090	2126
APLN	40	68	61	56	41	53	163	36	26	25	31	116
LOC105373334	11	2	5	1	3	2	0	9	5	9	5	4
LOC124905214	0	2	0	0	0	1	0	0	0	0	0	3
XPNPEP2	3304	3778	4018	3279	3830	2457	4276	3768	3619	4021	3613	3553
LOC124905215	4	0	5	2	5	4	3	4	0	2	9	0
SASH3	5	2	2	1	3	8	0	4	1	2	5	5
ZDHHC9	5040	5349	5420	4831	5316	3414	6337	5606	4594	5611	5245	5457
UTP14A	505	569	562	429	530	330	618	552	549	531	497	621
LOC105373335	0	6	2	0	2	1	0	5	1	0	0	0
BCORL1	1179	1335	1315	1091	1181	768	1471	1397	974	1189	1312	1356
LOC124905216	1	0	0	0	0	0	0	0	0	0	0	0
ELF4	2124	2354	2486	2018	2217	1452	2738	2440	1910	2326	2274	2162
RAB33A	5	2	4	6	0	1	8	12	7	6	0	4
AIFM1	2252	2206	2375	2019	2318	1339	2740	2122	2337	2133	2066	2206
ZNF280C	207	163	175	171	184	124	270	202	133	139	131	137
LOC112268303	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A14	77	103	84	95	92	58	131	74	82	95	73	79
GPR119	3	7	1	1	6	0	1	5	0	2	1	1
RBMX2	709	662	712	594	683	415	847	724	710	686	617	630
DENND10P1	58	71	87	71	74	72	123	67	114	75	72	68
LOC105373336	0	0	0	0	0	0	0	0	0	0	0	0
ENOX2	279	294	294	274	269	176	312	363	283	264	295	388
ENOX2-AS1	0	0	0	0	0	1	0	0	0	0	0	0
LOC124905217	0	0	0	0	0	0	0	0	1	0	0	0
LINC01201	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP36	0	0	0	0	0	0	0	0	0	0	4	0
IGSF1	241	241	344	229	269	150	348	220	204	269	220	303
LOC102723546	379	393	398	377	398	246	501	465	293	313	349	343
